,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn
2431,1,No,No,2,No,No,DSL,No,No,No,No,Month-to-month,Yes,Others,24.45,1
2982,0,Yes,Yes,52,Yes,No,No,No,No,No,No,One year,Yes,Others,20.85,0
5680,1,Yes,No,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.85,1
2474,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.35,0
4268,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,89.7,0
5835,0,Yes,Yes,30,Yes,No,No,No,No,No,No,Two year,No,Others,19.3,0
4054,1,No,No,34,No,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.25,0
4465,0,No,No,31,No,No,DSL,No,No,Yes,No,One year,Yes,Electronic check,50.05,0
934,0,No,No,12,No,No,DSL,Yes,No,No,Yes,One year,Yes,Others,33.6,0
6918,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,1
109,0,Yes,Yes,72,Yes,No,No,No,No,No,No,Two year,No,Others,19.4,0
2232,0,Yes,Yes,36,Yes,No,No,No,No,No,No,Two year,No,Others,19.45,0
3506,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,0
5327,0,Yes,Yes,30,Yes,No,No,No,No,No,No,Two year,No,Others,19.7,0
3487,0,Yes,Yes,52,Yes,No,No,No,No,No,No,Two year,No,Others,20.1,0
3665,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.0,0
3575,0,No,No,59,No,No,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.7,0
6815,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,69.85,0
2193,0,No,Yes,56,Yes,No,No,No,No,No,No,One year,Yes,Others,21.2,0
3629,0,Yes,Yes,17,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,25.15,0
6037,1,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Others,109.4,0
1477,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,One year,Yes,Electronic check,106.0,1
388,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,90.4,0
1556,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Electronic check,91.7,1
1200,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Others,104.5,0
5065,1,No,No,33,Yes,Yes,No,No,No,No,No,One year,Yes,Others,24.9,0
1194,0,No,No,14,Yes,No,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,50.45,0
6003,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,93.2,0
117,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,100.25,1
2661,0,No,No,66,No,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,47.4,0
1485,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,96.7,1
4656,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,75.8,0
3593,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,70.1,1
4275,0,No,No,1,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Others,25.75,0
3102,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,No,Electronic check,54.2,1
6968,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,74.4,1
1621,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,86.45,1
5575,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,No,Others,78.35,0
4839,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Others,73.75,1
39,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,97.85,1
2684,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Others,105.2,0
2433,0,No,No,9,No,No,DSL,Yes,No,Yes,Yes,One year,No,Others,50.8,0
4834,0,Yes,Yes,67,Yes,Yes,No,No,No,No,No,Two year,No,Others,24.65,0
6479,0,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Others,55.0,1
228,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Others,89.9,0
337,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15,0
4103,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,Two year,Yes,Others,90.8,0
884,0,Yes,Yes,49,No,No,DSL,Yes,No,No,Yes,One year,Yes,Others,35.8,0
5170,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.65,0
1204,0,Yes,Yes,18,No,No,DSL,No,No,No,No,Month-to-month,No,Others,25.55,0
2552,0,Yes,No,47,Yes,Yes,No,No,No,No,No,One year,No,Electronic check,26.9,0
6846,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,79.55,1
3061,1,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.4,1
2557,0,No,No,3,Yes,No,DSL,No,No,No,No,Month-to-month,No,Others,45.45,0
20,1,No,No,1,No,No,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.65,1
5114,1,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.4,0
1734,0,No,No,9,No,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,45.4,1
5011,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.5,0
5467,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,One year,No,Others,98.6,0
6677,0,No,No,13,No,No,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,29.15,0
5755,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.5,0
3389,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,70.6,0
770,0,No,No,11,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.45,0
5637,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,One year,No,Others,90.25,0
6895,0,Yes,Yes,54,No,No,DSL,No,No,Yes,Yes,Two year,No,Others,46.0,0
5607,1,No,No,40,No,No,DSL,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.8,1
5329,0,Yes,No,25,No,No,DSL,No,No,No,No,Month-to-month,Yes,Others,34.0,1
1644,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Others,109.8,1
3762,0,No,No,15,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,49.0,0
4270,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,92.4,0
218,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Two year,Yes,Others,84.2,0
4557,0,No,No,53,No,No,DSL,No,No,Yes,Yes,One year,No,Others,54.9,0
2922,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Others,92.35,1
4229,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Others,115.75,0
6484,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,Yes,Others,90.6,0
6947,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,No,One year,Yes,Others,101.05,0
6051,0,No,No,16,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.0,0
822,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,103.1,0
4003,0,No,No,38,Yes,No,No,No,No,No,No,Two year,No,Others,20.3,0
3635,0,Yes,No,72,Yes,Yes,No,No,No,No,No,Two year,No,Electronic check,24.55,0
2909,0,No,No,43,Yes,No,DSL,No,Yes,No,Yes,One year,No,Electronic check,55.45,0
2674,1,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.05,0
2529,1,No,No,45,Yes,No,DSL,Yes,No,Yes,No,One year,No,Others,62.7,1
3275,0,Yes,No,14,Yes,No,No,No,No,No,No,Two year,No,Others,20.4,0
2512,0,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Yes,One year,Yes,Others,68.75,0
6128,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,78.1,0
522,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Others,85.5,0
4599,0,Yes,Yes,52,Yes,No,DSL,No,No,Yes,No,One year,Yes,Others,50.95,0
997,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,94.3,1
3176,0,Yes,No,51,Yes,Yes,No,No,No,No,No,Two year,No,Others,25.5,0
5962,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Others,80.75,0
4571,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,69.8,0
6206,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Others,95.65,0
5420,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Others,114.3,0
3901,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Others,111.3,0
5465,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,One year,Yes,Others,56.05,0
1529,0,Yes,No,59,Yes,No,No,No,No,No,No,Two year,No,Others,18.4,0
5565,0,Yes,No,18,No,No,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.05,1
1074,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,21.1,0
5776,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,82.3,0
3042,0,No,No,46,No,No,DSL,No,Yes,No,No,Month-to-month,No,Others,30.3,1
2085,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,93.2,1
4667,0,Yes,No,20,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.25,0
6242,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Others,107.45,0
3599,0,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Month-to-month,No,Others,81.3,0
4800,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,94.0,1
689,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Others,83.4,0
6909,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Yes,Others,53.55,0
2164,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Others,101.1,0
6892,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,No,One year,Yes,Others,99.7,0
1891,1,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Others,45.1,1
5126,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,0
4079,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Others,78.15,0
6557,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.0,0
5260,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.65,0
5242,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1
4691,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,100.65,1
1670,1,No,Yes,1,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Others,50.15,1
1697,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,75.55,0
1533,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,75.35,1
2055,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Others,108.45,0
5288,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.65,1
1947,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Others,90.25,0
966,0,No,No,7,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.25,1
4797,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Others,114.05,0
3923,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,80.85,1
1446,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,0
6922,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Others,74.45,0
851,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,Yes,Two year,Yes,Others,85.15,0
304,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Others,81.85,0
4788,0,No,No,59,Yes,Yes,DSL,No,No,Yes,No,Two year,No,Others,54.15,0
1696,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,85.3,1
342,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Others,67.45,0
6920,0,No,Yes,27,Yes,No,No,No,No,No,No,Two year,No,Others,19.7,0
5924,0,Yes,Yes,62,Yes,No,No,No,No,No,No,Two year,No,Others,20.65,0
199,0,No,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.75,0
5964,0,Yes,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,Month-to-month,No,Others,61.75,0
5595,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.4,0
6164,1,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,No,Others,75.15,0
183,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,One year,No,Others,74.75,0
6179,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,95.15,1
5874,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.6,1
3353,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Others,85.05,0
3724,0,Yes,Yes,62,Yes,Yes,No,No,No,No,No,One year,No,Others,24.8,0
213,0,Yes,Yes,29,Yes,No,No,No,No,No,No,One year,No,Electronic check,20.0,0
5901,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,84.5,1
3025,0,Yes,Yes,67,Yes,Yes,No,No,No,No,No,Two year,No,Others,26.3,0
569,0,No,No,11,No,No,DSL,No,Yes,Yes,Yes,One year,Yes,Others,40.4,0
4016,0,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Others,45.35,0
2279,1,No,No,72,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,25.1,0
66,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,One year,Yes,Electronic check,78.9,0
4500,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,One year,No,Others,103.9,0
4892,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,84.35,0
3302,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,103.45,1
3268,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,One year,No,Others,74.8,0
4536,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,1
369,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Others,112.6,0
5895,0,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Others,59.85,0
1709,1,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,Two year,Yes,Others,69.1,0
6219,1,No,No,1,No,No,DSL,No,No,No,No,Month-to-month,Yes,Others,25.7,1
1012,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Others,95.9,0
915,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,1
1250,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Two year,No,Others,103.2,0
4999,0,Yes,Yes,16,Yes,No,No,No,No,No,No,Two year,No,Others,19.7,0
3090,0,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Others,53.5,1
2183,0,No,No,2,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Others,50.2,0
4393,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,86.5,1
4570,0,No,No,7,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,18.95,0
5668,1,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.25,0
290,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1
908,0,No,Yes,8,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.95,0
3792,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,91.25,1
424,0,No,No,10,No,No,DSL,Yes,Yes,Yes,No,Month-to-month,No,Others,40.7,0
5701,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,Month-to-month,No,Others,76.5,0
1588,1,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,106.8,0
3715,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,78.5,0
707,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Others,104.65,0
3538,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Others,100.2,0
6996,0,Yes,Yes,41,Yes,No,DSL,No,Yes,No,Yes,One year,Yes,Others,66.5,1
191,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.0,1
4530,0,Yes,No,67,Yes,No,No,No,No,No,No,Two year,No,Others,19.65,0
5749,1,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,99.5,0
3830,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.2,1
367,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.15,0
1664,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Others,96.05,1
67,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Two year,No,Others,79.2,0
5366,0,Yes,Yes,66,Yes,No,DSL,Yes,No,No,No,Two year,Yes,Electronic check,59.75,0
3552,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Others,102.1,0
1147,0,No,No,3,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,60.25,0
1788,0,Yes,No,57,Yes,No,No,No,No,No,No,Two year,Yes,Others,19.6,0
1214,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,86.0,1
1419,0,Yes,Yes,63,Yes,No,No,No,No,No,No,Two year,Yes,Others,19.15,0
5219,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.6,0
4733,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.6,0
366,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Others,59.95,0
6566,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Others,116.55,0
4959,0,Yes,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.15,1
6570,0,No,No,4,No,No,DSL,Yes,No,No,No,Month-to-month,Yes,Others,29.15,0
4182,1,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,98.65,1
3080,0,No,No,2,No,No,DSL,No,No,No,No,Month-to-month,No,Others,24.3,0
2998,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.75,0
6418,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,Yes,One year,Yes,Others,79.3,0
1887,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,72.65,1
4528,0,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Others,88.15,0
3712,0,No,No,44,Yes,No,DSL,Yes,No,No,Yes,One year,No,Electronic check,65.4,0
2184,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.55,1
2463,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,85.65,0
4471,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Others,83.75,1
4605,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,Two year,No,Others,67.25,0
6757,0,Yes,Yes,51,No,No,DSL,Yes,Yes,Yes,No,One year,No,Electronic check,59.3,1
5069,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,75.35,1
2007,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1
6581,1,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,One year,No,Others,72.1,0
6841,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Others,55.75,0
3820,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Others,112.9,0
1737,0,Yes,No,7,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Others,44.25,0
4083,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.2,1
2250,0,No,No,15,Yes,No,No,No,No,No,No,One year,No,Others,20.1,0
1809,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,85.0,1
828,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,One year,No,Electronic check,90.95,1
5849,0,Yes,No,63,Yes,No,No,No,No,No,No,Two year,Yes,Others,19.95,0
3362,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,54.9,1
2001,0,No,No,5,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.15,0
6740,1,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Others,79.2,1
6251,0,Yes,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.25,0
2329,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,No,Electronic check,94.7,0
2570,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,94.05,1
3789,0,No,No,9,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.85,0
23,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,Two year,Yes,Others,59.9,0
714,0,Yes,No,72,Yes,Yes,No,No,No,No,No,Two year,No,Others,25.4,0
5687,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Others,90.65,0
2942,0,No,No,46,Yes,No,No,No,No,No,No,Two year,No,Electronic check,19.95,0
2591,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.6,0
1890,0,Yes,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.0,1
2910,0,Yes,Yes,35,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,25.4,0
4932,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,One year,Yes,Others,80.65,0
5892,0,No,No,10,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Others,51.65,0
6603,0,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Others,66.6,0
1466,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.2,0
5916,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Others,112.75,0
1224,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Others,45.85,1
4852,1,No,No,69,Yes,No,No,No,No,No,No,Two year,No,Others,20.3,0
4398,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No,Two year,No,Others,68.95,0
6972,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,1
281,0,No,No,10,Yes,No,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,51.2,0
4913,0,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,76.1,0
4795,0,Yes,No,53,Yes,No,No,No,No,No,No,One year,No,Others,20.8,1
377,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Others,104.95,1
4295,1,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,One year,Yes,Others,60.95,0
4699,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Others,106.65,0
3937,0,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.15,0
3318,0,No,No,10,No,No,DSL,No,No,Yes,No,Month-to-month,No,Others,29.5,1
478,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.1,1
3968,0,Yes,No,72,Yes,No,No,No,No,No,No,Two year,No,Others,20.05,0
1256,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,Yes,Others,85.9,0
5994,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,105.2,1
3365,0,No,No,19,Yes,No,No,No,No,No,No,Two year,No,Others,19.65,0
505,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.1,1
2915,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,63.8,0
3833,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Month-to-month,No,Others,74.75,0
